Nome,name,Cargo,Sexo,Partido,ideologia,ColigaCAo,PartidoCol1,PartidoCol2,PartidoCol3,PartidoCol4,PartidoCol5,PartidoCol6,PartidoCol7,SituaCAo,GraudeInstruCAo,OcupaCAo,OcupaCAoComplementar,EstadoCivil,DatadeNascimento,Cadeiras_por_estado,NUmerodoCandidato,migrant1,n_mudan1,senti11,Vereador,DepEstadual,CargExecEletivoSubNacional,CargExecEletivoNacional,CargExecNEletivoSubNacional,CargExexNEletivoNacional,PresidenteEstatal,Senado,Suplente,Idade,Escandalo,Identidade_religiosa,Migrante,n_mudanC,sentid1,GrupoEtario,MacroregiOes,Cargo_ComissAo,coalgov,UF,pobreza,votos02,votos06,aumevot0206,Eleito,ReeleiCAo,mesa,lideranC,dimivot0206,escandalo2,reeleito,mensalao,sangues,temsuper,votes,list.uf,list.coli,poverty.state,support,pork,despesa
OSVALDO DE SOUZA REIS,OSVALDO REIS,Deputado Federal,Masculino,PMDB,1,PMDB / PPS / PFL,PMDB,PPS,PFL,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Deputado,Outros,Casado(a),30-Dec-36,8,1515,NAo,NA,NA,NAo,NAo,NAo,NAo,NAo,NAo,SI,NAo,NAo,69,NAo,NA,NAo,NA,NA,65 anos ou mais,Norte,1_ Vice-Presidente,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",TO,0.37,NA,40752,NA,Sim,Sim,NAo Participou,NAo Participou,NA,Nao,Sim,NAo,NAo,0,25851,8,1,43.09,0.46,1,180703.3
OSVALDO DOS SANTOS HELLVIG,OSVALDO S. HELLVIG,Deputado Federal,Masculino,PL,2,PT / PHS / PL / PAN / PRB / PC do B,PT,PHS,PL,PAN,PRB,PC do B,NA,Deferido,Ensino MEdio completo,EmpresArio,Outros,Casado(a),25-Dec-42,30,2213,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,63,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,NA,"oposiCAo (pfl, psdb)",PR,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
OSVALDO SAMUEL DOS SANTOS,OSVALDO DOS RODOVIARIOS,Deputado Federal,Masculino,PL,2,PP / PTB / PL / PFL / PAN / PSDB,PP,PTB,PL,PFL,PAN,PSDB,NA,Deferido,Superior incompleto,Economista,Outros,Casado(a),21-Jan-47,53,2211,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,59,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"oposiCAo (pfl, psdb)",MG,0.25,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,27859
OSVALDO VERDADE RIBEIRO DOS REIS,OSVALDO VERDADE,Deputado Federal,Masculino,PP,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,EmpresArio,Outros,Casado(a),12-Jan-50,70,1116,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,56,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,3389.03
OSWALDO BENTO PEREIRA SANCHES,PEREIRA SANCHES,Deputado Federal,Masculino,PTN,1,PTN / PRTB / PRP / PT do B,PTN,PRTB,PRP,PT do B,NA,NA,NA,Deferido,LE e escreve,"Corretor de ImOveis, Seguros, TItulos",Outros,Casado(a),23-Mar-32,53,1920,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,74,NAo,NA,NAo,NA,NA,65 anos ou mais,Sudeste,NA,pequenos partidos,MG,0.25,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,382
OSWALDO DA SILVA VIEIRA,CAPITAO OSWALDO,Deputado Federal,Masculino,PSDC,2,PSDC / PTC / PRONA,PSDC,PTC,PRONA,NA,NA,NA,NA,Deferido,Superior completo,Policial Militar,Militar da ativa,Casado(a),25-Jul-65,53,2790,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,41,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,MG,0.25,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,74564.82
OSWALDO DIAS,OSWALDO DIAS,Deputado Federal,Masculino,PT,0,PT / PC do B,PT,PC do B,NA,NA,NA,NA,NA,Deferido,Superior completo,Professor de Ensino MEdio,Outros,Casado(a),13-Jul-42,70,1360,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,64,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,367628.2
OSWALDO FERREIRA DA SILVA,OSWALDO SILVA,Deputado Federal,Masculino,PTC,1,PMDB / PDT / PSC / PTC,PMDB,PDT,PSC,PTC,NA,NA,NA,Deferido,Superior incompleto,EmpresArio,Outros,Casado(a),10-Nov-58,17,3621,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,47,NAo,NA,NAo,NA,NA,41 a 50 anos,Centro-oeste,NA,pequenos partidos,GO,0.222,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
OSWALDO HANSEN ALBARAN,PAPAI NOEL,Deputado Federal,Masculino,PTN,1,PTN / PRP / PT do B,PTN,PRP,PT do B,NA,NA,NA,NA,Indeferido com recurso,Ensino MEdio completo,EmpresArio,Outros,Casado(a),29-Mar-69,70,1919,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,37,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,pequenos partidos,SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
OSWALDO JOSE VITORIO,OSWALDO VITORIO,Deputado Federal,Masculino,PSC,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Indeferido com recurso,Superior completo,Industrial,Outros,Separado(a) judicialmente,9-Nov-48,70,2078,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,57,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,pequenos partidos,SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,1502.88
OSWALDO MARTINS DE OLIVEIRA,PROF OSWALDO DE OLIVEIRA WADAO,Deputado Federal,Masculino,PMDB,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Divorciado(a),9-Dec-49,70,1534,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NAo,56,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
OTAIR LUIZ DOS SANTOS,OTAIR,Deputado Federal,Masculino,PT,0,PT / PHS / PL / PAN / PRB / PC do B,PT,PHS,PL,PAN,PRB,PC do B,NA,Deferido,Ensino MEdio incompleto,Servidor PUblico Estadual,Outros,Solteiro(a),26-Nov-59,30,1359,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,46,NAo,NA,NAo,NA,NA,41 a 50 anos,Sul,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",PR,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,360
OTAVIO GOMES TOLENTINO,OTAVIO TOLENTINO,Deputado Federal,Masculino,PRONA,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Professor de Ensino Superior,Outros,Divorciado(a),6-Nov-61,46,5644,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,44,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
OTAVIO HENRIQUE SILVA FELINTO,OTAVIO FELINTO,Deputado Federal,Masculino,PRONA,2,PP / PMN / PV / PRONA,PP,PMN,PV,PRONA,NA,NA,NA,Deferido,Ensino MEdio completo,EmpresArio,Outros,Casado(a),20-Jan-81,16,5656,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,25,NAo,NA,NAo,NA,NA,21 a 30 anos,Sul,NA,pequenos partidos,SC,0.12,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
OTAVIO JOEL DE ARAUJO,SARGENTO JOEL,Deputado Federal,Masculino,PFL,2,PFL / PP / PL / PHS / PTC,PFL,PP,PL,PHS,PTC,NA,NA,Deferido,Superior completo,Vereador,Outros,Casado(a),20-Nov-61,39,2536,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,44,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,"oposiCAo (pfl, psdb)",BA,0.473,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,13389.25
OTAVIO MARCELO GUIMARAES,MARCELO GUIMARAES,Deputado Federal,Masculino,PSDB,1,PP / PTB / PL / PFL / PAN / PSDB,PP,PTB,PL,PFL,PAN,PSDB,NA,Deferido,Ensino MEdio completo,Outros,Outros,Casado(a),2-Jun-53,53,4510,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,53,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"oposiCAo (pfl, psdb)",MG,0.25,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
OTAVIO MAXIMILIANO REICHERT,OTAVIO,Deputado Federal,Masculino,PSB,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Servidor PUblico Estadual,Servidor Publico Civil,Solteiro(a),8-May-74,31,4069,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,32,NAo,NA,NAo,NA,NA,31 a 40 anos,Sul,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RS,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,3731.56
OTAVIO ROGERIO TEIXEIRA PINTO,OTAVIO ROGERIO,Deputado Federal,Masculino,PDT,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,EmpresArio,Outros,Casado(a),12-Feb-52,70,1213,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,54,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
OTAVIO SANTOS SILVA LEITE,OTAVIO LEITE,Deputado Federal,Masculino,PSDB,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),29-Jul-61,46,4555,NAo,NA,NA,NAo,Sim,Sim,NAo,NAo,NAo,NAo,SI,NA,45,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"oposiCAo (pfl, psdb)",RJ,0.17,NA,90629,NA,Sim,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,722750
OTOJANES COUTINHO DE OLIVEIRA,OTOJANES,Deputado Federal,Masculino,PSDC,2,PSDC / PHS / PRP,PSDC,PHS,PRP,NA,NA,NA,NA,Deferido,Superior completo,Vereador,Outros,Casado(a),20-Sep-49,46,2726,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,57,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,37864.64
OTONIEL FERREIRA DE SOUZA,OTONIEL,Deputado Federal,Masculino,PL,2,PP / PTB / PL / PFL / PSDB,PP,PTB,PL,PFL,PSDB,NA,NA,Deferido,Ensino MEdio incompleto,Comerciante,Outros,Casado(a),27-Oct-45,8,2223,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,60,NAo,NA,NAo,NA,NA,51 a 65 anos,Norte,NA,"oposiCAo (pfl, psdb)",RR,0.38,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
OTTON NELSON GUIMARAES DE PAULA,OTTON DE PAULA,Deputado Federal,Masculino,PDT,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Cantor e Compositor,Outros,Casado(a),13-Mar-67,70,1233,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,39,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,17800
OVIDIO AMELIO DE OLIVEIRA,OVIDIO,Deputado Federal,Masculino,PL,2,PDT / PTB / PL / PSB,PDT,PTB,PL,PSB,NA,NA,NA,Deferido,Ensino MEdio completo,Escritor e CrItico,Outros,Casado(a),20-Dec-54,8,2244,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,51,NAo,NA,NAo,NA,NA,51 a 65 anos,Norte,NA,"oposiCAo (pfl, psdb)",RO,0.33,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,117.45
OVIDIO DA SILVA MAYER,DR. OVIDIO,Deputado Federal,Masculino,PTB,2,PTB / PMN,PTB,PMN,NA,NA,NA,NA,NA,Deferido,Superior completo,MEdico,Outros,Casado(a),5-Jun-52,31,1466,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,54,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RS,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,10497
OZEIAS GOMES DA COSTA,OZEIAS GOMES,Deputado Federal,Masculino,PMDB,1,PMDB / PPS / PSB / PV,PMDB,PPS,PSB,PV,NA,NA,NA,Deferido,Superior completo,EmpresArio,Outros,Casado(a),7-Jan-43,39,1500,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,63,NAo,NA,NAo,NA,NA,51 a 65 anos,Nordeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",BA,0.473,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,6624.95
OZEIAS MOREIRA DOS SANTOS,OZEIAS MOREIRA,Deputado Federal,Masculino,PT do B,2,PSL / PT do B,PSL,PT do B,NA,NA,NA,NA,NA,Deferido,Superior incompleto,Outros,Outros,Casado(a),13-Mar-61,46,7021,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,45,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
OZIAS SANTANA DE LIMA,IRMAO OZIAS,Deputado Federal,Masculino,PSC,2,PP / PDT / PSC / PL / PSB,PP,PDT,PSC,PL,PSB,NA,NA,Deferido,Superior completo,Outros,Outros,Solteiro(a),6-Feb-75,25,2040,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,31,NAo,NA,NAo,NA,NA,31 a 40 anos,Nordeste,NA,pequenos partidos,PE,0.49,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,2589.79
OZIEL CATARINO BOM DESPACHO FARIAS,OZIEL CATARINO,Deputado Federal,Masculino,PP,2,PP / PFL,PP,PFL,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Solteiro(a),3-Jan-69,8,1120,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,37,NAo,NA,NAo,NA,NA,31 a 40 anos,Centro-oeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",MT,0.24,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,10146.54
PABLO HENRIQUE MONTEIRO,PABLO MONTEIRO,Deputado Federal,Masculino,PDT,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,EmpresArio,Outros,Casado(a),31-Aug-73,53,1211,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,33,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",MG,0.25,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
PALMERI COSTA BEZERRA,PALMERI BEZERRA,Deputado Federal,Masculino,PMDB,1,PMDB / PPS / PFL,PMDB,PPS,PFL,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Deputado,Outros,Casado(a),14-Nov-65,8,1525,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,40,NAo,NA,NAo,NA,NA,31 a 40 anos,Norte,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",TO,0.37,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,15000.03
PASCOAL NOVAES CAYRES,PASCOAL NOVAES,Deputado Federal,Masculino,PSDB,1,PP / PMDB / PHS / PMN / PSDB / PT do B,PP,PMDB,PHS,PMN,PSDB,PT do B,NA,Deferido,Ensino Fundamental completo,Pecuarista,Outros,Separado(a) judicialmente,17-Apr-49,8,4555,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,57,NAo,NA,NAo,NA,NA,51 a 65 anos,Norte,NA,"oposiCAo (pfl, psdb)",RO,0.33,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,92978
PATRICIA ALMEIDA VARGAS SOARES,PATRICIA VARGAS,Deputado Federal,Feminino,PMN,1,PRB / PT / PSC / PL / PMN / PSB / PV / PC do B,PRB,PT,PSC,PL,PMN,PSB,PV,Deferido,Ensino MEdio completo,Outros,Outros,Casado(a),17-Jul-78,10,3323,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,28,NAo,NA,NAo,NA,NA,21 a 30 anos,Sudeste,NA,pequenos partidos,ES,0.256,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
PATRICIA ANDREIA CARRETERO,PATRICIA ANDREIA CARRETERO,Deputado Federal,Feminino,PSOL,0,PCB / PSOL / PSTU,PCB,PSOL,PSTU,NA,NA,NA,NA,Deferido,Superior completo,Professor de Ensino Fundamental,Outros,Solteiro(a),5-May-71,70,5011,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,35,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,pequenos partidos,SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
PATRICIA DE OLIVEIRA BATISTA,PATRICIA DE OLIVEIRA,Deputado Federal,Feminino,PC do B,0,PC do B / PT,PC do B,PT,NA,NA,NA,NA,NA,Deferido,Superior incompleto,Digitador,Outros,Solteiro(a),30-Jul-84,8,6585,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,22,NAo,NA,NAo,NA,NA,21 a 30 anos,Norte,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",TO,0.37,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
PATRICIA HELENA DA SILVA RODRIGUES,PATRICIA SILVA,Deputado Federal,Feminino,PRTB,2,PRB / PTN / PRTB,PRB,PTN,PRTB,NA,NA,NA,NA,Deferido,Ensino MEdio completo,SecretArio e DatilOgrafo,Outros,Solteiro(a),5-Aug-81,46,2880,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,25,NAo,NA,NAo,NA,NA,21 a 30 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,1300
PATRICIA ROSA LOSS,PATRICIA LOSS,Deputado Federal,Feminino,PV,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Separado(a) judicialmente,1-May-70,31,4363,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,36,NAo,NA,NAo,NA,NA,31 a 40 anos,Sul,NA,"indepentes (pps, pdt, pv)",RS,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,920
PATRICIA YUCIARA GARCIA DOS SANTOS,PATRICIA LIBERATO,Deputado Federal,Feminino,PDT,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Locutor e Comentarista de RAdio e TelevisAo,Outros,Solteiro(a),17-Aug-70,70,1284,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,36,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
PATRICK LUIZ DE OLIVEIRA GOMES,PATRICK GOMES,Deputado Federal,Masculino,PPS,1,PPS / PV,PPS,PV,NA,NA,NA,NA,NA,Deferido,Ensino Fundamental completo,CoreOgrafo e Bailarino,Outros,Solteiro(a),24-Jun-60,46,2316,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,46,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
PAULETE TANIA DA SILVA,PAULETE,Deputado Federal,Feminino,PPS,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,BancArio e EconomiArio,Outros,Solteiro(a),11-Jan-58,70,2307,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,48,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,14991.06
PAULETTE MARTINS DAL PONTE DURANTE HILA,PAULETTE DAL PONTE,Deputado Federal,Feminino,PSDB,1,PSDB / PFL,PSDB,PFL,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),2-Jun-54,70,4530,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,52,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"oposiCAo (pfl, psdb)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
PAULINHO KOWALSKI,PAULINHO KOWALSKI,Deputado Federal,Masculino,PSB,0,PT / PSB / PTB / PC do B / PP / PTN / PHS / PRP,PT,PSB,PTB,PC do B,PP,PTN,PHS,Deferido,Ensino Fundamental completo,Agricultor,Outros,Casado(a),15-Nov-67,8,4045,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,38,NAo,NA,NAo,NA,NA,31 a 40 anos,Centro-oeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",MS,0.25,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,17739.93
PAULO ABI-ACKEL,PAULO ABI-ACKEL,Deputado Federal,Masculino,PSDB,1,PP / PTB / PL / PFL / PAN / PSDB,PP,PTB,PL,PFL,PAN,PSDB,NA,Deferido,Superior completo,Advogado,Outros,Divorciado(a),21-Jun-63,53,4545,NAo,NA,NA,NAo,NAo,NAo,NAo,NAo,NAo,NAo,SI,NA,43,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"oposiCAo (pfl, psdb)",MG,0.25,NA,126481,NA,Sim,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,824968.64
PAULO AFONSO VELOSO CINTRA,PAULO AFONSO CINTRA,Deputado Federal,Masculino,PSB,0,PP / PDT / PSC / PL / PSB,PP,PDT,PSC,PL,PSB,NA,NA,Deferido,Ensino MEdio completo,Comerciante,Outros,Casado(a),12-May-51,25,4002,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,55,NAo,NA,NAo,NA,NA,51 a 65 anos,Nordeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",PE,0.49,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
PAULO ALEXANDRE DA SILVA,PAULO ALEXANDRE,Deputado Federal,Masculino,PSC,2,PSC / PTC,PSC,PTC,NA,NA,NA,NA,NA,Deferido,Superior completo,Engenheiro,Outros,Divorciado(a),11-Dec-58,46,2034,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,47,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
PAULO ALVES CORREA JUNIOR,PAULO CORREA JR.,Deputado Federal,Masculino,PV,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior incompleto,Jornalista e Redator,Outros,Separado(a) judicialmente,24-Apr-76,70,4399,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,30,NAo,NA,NAo,NA,NA,21 a 30 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,121427.85
